raw_organism,raw_drug,canonical_organism,canonical_drug
unspeciated chaetomium,voriconazole (clsi),unspeciated chaetomium,voriconazole (clsi)
unspeciated citrobacter,collection number,acinetobacter species,collection number
unspeciated citrobacter,levofloxacin,acinetobacter species,levofloxacin
unspeciated citrobacter,omadacycline,acinetobacter species,eravacycline
unspeciated citrobacter,study year,acinetobacter species,study year
unspeciated citrobacter,tigecycline,acinetobacter species,tigecycline
unspeciated coagulase-negative staphylococci,collection number,unspeciated coagulase-negative staphylococci,collection number
unspeciated coagulase-negative staphylococci,omadacycline,unspeciated coagulase-negative staphylococci,eravacycline
unspeciated coagulase-negative staphylococci,study year,unspeciated coagulase-negative staphylococci,study year
unspeciated coagulase-negative staphylococci,tigecycline,unspeciated coagulase-negative staphylococci,tigecycline
unspeciated coprinellus,amphotericin b (clsi),unspeciated coprinellus,amphotericin b (clsi)
unspeciated coprinellus,anidulafungin (clsi),unspeciated coprinellus,anidulafungin (clsi)
unspeciated coprinellus,caspofungin (clsi),unspeciated coprinellus,caspofungin (clsi)
unspeciated coprinellus,itraconazole (clsi),unspeciated coprinellus,itraconazole (clsi)
unspeciated coprinellus,micafungin (clsi),unspeciated coprinellus,micafungin (clsi)
unspeciated coprinellus,posaconazole (clsi),unspeciated coprinellus,posaconazole (clsi)
unspeciated coprinellus,uid,unspeciated coprinellus,uid
unspeciated coprinellus,voriconazole (clsi),unspeciated coprinellus,voriconazole (clsi)
unspeciated corpinellus,amphotericin b (clsi),unspeciated corpinellus,amphotericin b (clsi)
unspeciated corpinellus,anidulafungin (clsi),unspeciated corpinellus,anidulafungin (clsi)
unspeciated corpinellus,caspofungin (clsi),unspeciated corpinellus,caspofungin (clsi)
unspeciated corpinellus,itraconazole (clsi),unspeciated corpinellus,itraconazole (clsi)
unspeciated corpinellus,micafungin (clsi),unspeciated corpinellus,micafungin (clsi)
unspeciated corpinellus,posaconazole (clsi),unspeciated corpinellus,posaconazole (clsi)
unspeciated corpinellus,uid,unspeciated corpinellus,uid
unspeciated corpinellus,voriconazole (clsi),unspeciated corpinellus,voriconazole (clsi)
unspeciated cronobacter,collection number,acinetobacter species,collection number
unspeciated cronobacter,levofloxacin,acinetobacter species,levofloxacin
unspeciated cronobacter,omadacycline,acinetobacter species,eravacycline
unspeciated cronobacter,study year,acinetobacter species,study year
unspeciated cronobacter,tigecycline,acinetobacter species,tigecycline
unspeciated cunninghamella,amphotericin b (clsi),unspeciated cunninghamella,amphotericin b (clsi)
unspeciated cunninghamella,anidulafungin (clsi),unspeciated cunninghamella,anidulafungin (clsi)
unspeciated cunninghamella,caspofungin (clsi),unspeciated cunninghamella,caspofungin (clsi)
unspeciated cunninghamella,itraconazole (clsi),unspeciated cunninghamella,itraconazole (clsi)
unspeciated cunninghamella,micafungin (clsi),unspeciated cunninghamella,micafungin (clsi)
unspeciated cunninghamella,posaconazole (clsi),unspeciated cunninghamella,posaconazole (clsi)
unspeciated cunninghamella,uid,unspeciated cunninghamella,uid
unspeciated cunninghamella,voriconazole (clsi),unspeciated cunninghamella,voriconazole (clsi)
unspeciated curvularia,amphotericin b (clsi),unspeciated curvularia,amphotericin b (clsi)
unspeciated curvularia,anidulafungin (clsi),unspeciated curvularia,anidulafungin (clsi)
unspeciated curvularia,caspofungin (clsi),unspeciated curvularia,caspofungin (clsi)
unspeciated curvularia,itraconazole (clsi),unspeciated curvularia,itraconazole (clsi)
unspeciated curvularia,micafungin (clsi),unspeciated curvularia,micafungin (clsi)
unspeciated curvularia,posaconazole (clsi),unspeciated curvularia,posaconazole (clsi)
unspeciated curvularia,uid,unspeciated curvularia,uid
unspeciated curvularia,voriconazole (clsi),unspeciated curvularia,voriconazole (clsi)
unspeciated enterobacter,collection number,acinetobacter species,collection number
unspeciated enterobacter,levofloxacin,acinetobacter species,levofloxacin
unspeciated enterobacter,omadacycline,acinetobacter species,eravacycline
unspeciated enterobacter,study year,acinetobacter species,study year
unspeciated enterobacter,tigecycline,acinetobacter species,tigecycline
unspeciated erwinia,collection number,unspeciated erwinia,collection number
unspeciated erwinia,levofloxacin,unspeciated erwinia,levofloxacin
unspeciated erwinia,omadacycline,unspeciated erwinia,eravacycline
unspeciated erwinia,study year,unspeciated erwinia,study year
unspeciated erwinia,tigecycline,unspeciated erwinia,tigecycline
unspeciated fusarium,amphotericin b (clsi),unspeciated fusarium,amphotericin b (clsi)
unspeciated fusarium,anidulafungin (clsi),unspeciated fusarium,anidulafungin (clsi)
unspeciated fusarium,caspofungin (clsi),unspeciated fusarium,caspofungin (clsi)
unspeciated fusarium,itraconazole (clsi),unspeciated fusarium,itraconazole (clsi)
unspeciated fusarium,micafungin (clsi),unspeciated fusarium,micafungin (clsi)
unspeciated fusarium,posaconazole (clsi),unspeciated fusarium,posaconazole (clsi)
unspeciated fusarium,uid,unspeciated fusarium,uid
unspeciated fusarium,voriconazole (clsi),unspeciated fusarium,voriconazole (clsi)
unspeciated lichtheimia,amphotericin b (clsi),unspeciated lichtheimia,amphotericin b (clsi)
unspeciated lichtheimia,anidulafungin (clsi),unspeciated lichtheimia,anidulafungin (clsi)
unspeciated lichtheimia,caspofungin (clsi),unspeciated lichtheimia,caspofungin (clsi)
unspeciated lichtheimia,itraconazole (clsi),unspeciated lichtheimia,itraconazole (clsi)
unspeciated lichtheimia,micafungin (clsi),unspeciated lichtheimia,micafungin (clsi)
unspeciated lichtheimia,posaconazole (clsi),unspeciated lichtheimia,posaconazole (clsi)
unspeciated lichtheimia,uid,unspeciated lichtheimia,uid
unspeciated lichtheimia,voriconazole (clsi),unspeciated lichtheimia,voriconazole (clsi)
unspeciated mucor,amphotericin b (clsi),unspeciated mucor,amphotericin b (clsi)
unspeciated mucor,anidulafungin (clsi),unspeciated mucor,anidulafungin (clsi)
unspeciated mucor,caspofungin (clsi),unspeciated mucor,caspofungin (clsi)
unspeciated mucor,itraconazole (clsi),unspeciated mucor,itraconazole (clsi)
unspeciated mucor,micafungin (clsi),unspeciated mucor,micafungin (clsi)
unspeciated mucor,posaconazole (clsi),unspeciated mucor,posaconazole (clsi)
unspeciated mucor,uid,unspeciated mucor,uid
unspeciated mucor,voriconazole (clsi),unspeciated mucor,voriconazole (clsi)
unspeciated paecilomyces,amphotericin b (clsi),unspeciated paecilomyces,amphotericin b (clsi)
unspeciated paecilomyces,anidulafungin (clsi),unspeciated paecilomyces,anidulafungin (clsi)
unspeciated paecilomyces,caspofungin (clsi),unspeciated paecilomyces,caspofungin (clsi)
unspeciated paecilomyces,itraconazole (clsi),unspeciated paecilomyces,itraconazole (clsi)
unspeciated paecilomyces,micafungin (clsi),unspeciated paecilomyces,micafungin (clsi)
unspeciated paecilomyces,posaconazole (clsi),unspeciated paecilomyces,posaconazole (clsi)
unspeciated paecilomyces,uid,unspeciated paecilomyces,uid
unspeciated paecilomyces,voriconazole (clsi),unspeciated paecilomyces,voriconazole (clsi)
unspeciated pantoea,collection number,unspeciated pantoea,collection number
unspeciated pantoea,levofloxacin,unspeciated pantoea,levofloxacin
unspeciated pantoea,omadacycline,unspeciated pantoea,eravacycline
unspeciated pantoea,study year,unspeciated pantoea,study year
unspeciated pantoea,tigecycline,unspeciated pantoea,tigecycline
unspeciated phaeoacremonium,amphotericin b (clsi),unspeciated phaeoacremonium,amphotericin b (clsi)
unspeciated phaeoacremonium,anidulafungin (clsi),unspeciated phaeoacremonium,anidulafungin (clsi)
unspeciated phaeoacremonium,caspofungin (clsi),unspeciated phaeoacremonium,caspofungin (clsi)
unspeciated phaeoacremonium,itraconazole (clsi),unspeciated phaeoacremonium,itraconazole (clsi)
unspeciated phaeoacremonium,micafungin (clsi),unspeciated phaeoacremonium,micafungin (clsi)
unspeciated phaeoacremonium,posaconazole (clsi),unspeciated phaeoacremonium,posaconazole (clsi)
unspeciated phaeoacremonium,uid,unspeciated phaeoacremonium,uid
unspeciated phaeoacremonium,voriconazole (clsi),unspeciated phaeoacremonium,voriconazole (clsi)
unspeciated phialemoniopsis,amphotericin b (clsi),unspeciated phialemoniopsis,amphotericin b (clsi)
unspeciated phialemoniopsis,anidulafungin (clsi),unspeciated phialemoniopsis,anidulafungin (clsi)
unspeciated phialemoniopsis,caspofungin (clsi),unspeciated phialemoniopsis,caspofungin (clsi)
unspeciated phialemoniopsis,itraconazole (clsi),unspeciated phialemoniopsis,itraconazole (clsi)
unspeciated phialemoniopsis,micafungin (clsi),unspeciated phialemoniopsis,micafungin (clsi)
unspeciated phialemoniopsis,posaconazole (clsi),unspeciated phialemoniopsis,posaconazole (clsi)
unspeciated phialemoniopsis,uid,unspeciated phialemoniopsis,uid
unspeciated phialemoniopsis,voriconazole (clsi),unspeciated phialemoniopsis,voriconazole (clsi)
unspeciated providencia,collection number,unspeciated providencia,collection number
unspeciated providencia,levofloxacin,unspeciated providencia,levofloxacin
unspeciated providencia,omadacycline,unspeciated providencia,eravacycline
unspeciated providencia,study year,unspeciated providencia,study year
unspeciated providencia,tigecycline,unspeciated providencia,tigecycline
unspeciated raoultella,collection number,unspeciated raoultella,collection number
unspeciated raoultella,levofloxacin,unspeciated raoultella,levofloxacin
unspeciated raoultella,omadacycline,unspeciated raoultella,eravacycline
unspeciated raoultella,study year,unspeciated raoultella,study year
unspeciated raoultella,tigecycline,unspeciated raoultella,tigecycline
unspeciated rhizopus,amphotericin b (clsi),unspeciated rhizopus,amphotericin b (clsi)
unspeciated rhizopus,anidulafungin (clsi),unspeciated rhizopus,anidulafungin (clsi)
unspeciated rhizopus,caspofungin (clsi),unspeciated rhizopus,caspofungin (clsi)
unspeciated rhizopus,itraconazole (clsi),unspeciated rhizopus,itraconazole (clsi)
unspeciated rhizopus,micafungin (clsi),unspeciated rhizopus,micafungin (clsi)
unspeciated rhizopus,posaconazole (clsi),unspeciated rhizopus,posaconazole (clsi)
unspeciated rhizopus,uid,unspeciated rhizopus,uid
unspeciated rhizopus,voriconazole (clsi),unspeciated rhizopus,voriconazole (clsi)
unspeciated rhodotorula,amphotericin b (clsi),unspeciated rhodotorula,amphotericin b (clsi)
unspeciated rhodotorula,anidulafungin (clsi),unspeciated rhodotorula,anidulafungin (clsi)
unspeciated rhodotorula,caspofungin (clsi),unspeciated rhodotorula,caspofungin (clsi)
unspeciated rhodotorula,fluconazole (clsi),unspeciated rhodotorula,fluconazole (clsi)
unspeciated rhodotorula,itraconazole (clsi),unspeciated rhodotorula,itraconazole (clsi)
unspeciated rhodotorula,micafungin (clsi),unspeciated rhodotorula,micafungin (clsi)
unspeciated rhodotorula,posaconazole (clsi),unspeciated rhodotorula,posaconazole (clsi)
unspeciated rhodotorula,uid,unspeciated rhodotorula,uid
unspeciated rhodotorula,voriconazole (clsi),unspeciated rhodotorula,voriconazole (clsi)
unspeciated salmonella,collection number,unspeciated salmonella,collection number
unspeciated salmonella,levofloxacin,unspeciated salmonella,levofloxacin
unspeciated salmonella,omadacycline,unspeciated salmonella,eravacycline
unspeciated salmonella,study year,unspeciated salmonella,study year
unspeciated salmonella,tigecycline,unspeciated salmonella,tigecycline
unspeciated sarocladium,amphotericin b (clsi),unspeciated sarocladium,amphotericin b (clsi)
unspeciated sarocladium,anidulafungin (clsi),unspeciated sarocladium,anidulafungin (clsi)
unspeciated sarocladium,caspofungin (clsi),unspeciated sarocladium,caspofungin (clsi)
unspeciated sarocladium,itraconazole (clsi),unspeciated sarocladium,itraconazole (clsi)
unspeciated sarocladium,micafungin (clsi),unspeciated sarocladium,micafungin (clsi)
unspeciated sarocladium,posaconazole (clsi),unspeciated sarocladium,posaconazole (clsi)
unspeciated sarocladium,uid,unspeciated sarocladium,uid
unspeciated sarocladium,voriconazole (clsi),unspeciated sarocladium,voriconazole (clsi)
unspeciated scedosporium,amphotericin b (clsi),unspeciated scedosporium,amphotericin b (clsi)
unspeciated scedosporium,anidulafungin (clsi),unspeciated scedosporium,anidulafungin (clsi)
unspeciated scedosporium,caspofungin (clsi),unspeciated scedosporium,caspofungin (clsi)
unspeciated scedosporium,itraconazole (clsi),unspeciated scedosporium,itraconazole (clsi)
unspeciated scedosporium,micafungin (clsi),unspeciated scedosporium,micafungin (clsi)
unspeciated scedosporium,posaconazole (clsi),unspeciated scedosporium,posaconazole (clsi)
unspeciated scedosporium,uid,unspeciated scedosporium,uid
unspeciated scedosporium,voriconazole (clsi),unspeciated scedosporium,voriconazole (clsi)
unspeciated scopulariopsis,amphotericin b (clsi),unspeciated scopulariopsis,amphotericin b (clsi)
unspeciated scopulariopsis,anidulafungin (clsi),unspeciated scopulariopsis,anidulafungin (clsi)
unspeciated scopulariopsis,caspofungin (clsi),unspeciated scopulariopsis,caspofungin (clsi)
unspeciated scopulariopsis,itraconazole (clsi),unspeciated scopulariopsis,itraconazole (clsi)
unspeciated scopulariopsis,micafungin (clsi),unspeciated scopulariopsis,micafungin (clsi)
unspeciated scopulariopsis,posaconazole (clsi),unspeciated scopulariopsis,posaconazole (clsi)
unspeciated scopulariopsis,uid,unspeciated scopulariopsis,uid
unspeciated scopulariopsis,voriconazole (clsi),unspeciated scopulariopsis,voriconazole (clsi)
unspeciated serratia,collection number,unspeciated serratia,collection number
